,Object name,Astrometric RA (hh:mm:ss),"Astrometric Dec (dd mm'ss"")","Dist. from center RA ("")","Dist. from center Dec ("")","Dist. from center Norm ("")",Visual magnitude (V),"RA rate (""/h)","Dec rate (""/h)",ra,dec,V_mag,name_x,id_x,Absolute magntiude (H),Magnitude slope (G),Eccentricity,Perihelion (au),Time of perihelion passage (JD),Longitude of ascending node (deg),Argument of perihelion (deg),Inclination (deg),Epoch (JD),H_mag,name_y,id_y
4493,(2016 AS313),17:51:09.93,-27:14:37.5,1.E3,6.E3,6050.,23.3,66.89,-0.04219,267.79137499999996,-27.243750000000002,23.3,,2016 AS313,19.12,0.15,0.116025788,1.9946284,2460217.45220,277.02042,315.64818,5.9335812,2460600.5,19.12,,2016 AS313
4494,(2016 BE139),17:51:15.15,-30:02:36.7,1.E3,-4.E3,4294.,24.5,58.58,-14.71,267.813125,-30.04352777777778,24.5,,2016 BE139,20.27,0.15,0.28763576,1.6356634,2460030.37610,20.142518,139.78757,10.169922,2460600.5,20.27,,2016 BE139
4495,(2016 DD36),17:50:15.33,-30:37:35.2,388.,-6.E3,6243.,23.3,65.55,-9.438,267.56387499999994,-30.626444444444445,23.3,,2016 DD36,18.99,0.15,0.113217256,2.0117828,2460336.63010,346.47019,293.75049,7.2938651,2460600.5,18.99,,2016 DD36
4496,(2016 NE116),17:50:54.46,-27:10:50.4,902.,6.E3,6240.,23.9,51.79,-2.658,267.7269166666666,-27.180666666666667,23.9,,2016 NE116,18.92,0.15,0.250621172,1.808868,2460406.70970,303.77664,49.189792,4.3227176,2460600.5,18.92,,2016 NE116
4497,(2016 RC72),17:49:24.78,-27:59:53.7,-275.,3.E3,3242.,23.7,55.12,-13.72,267.35325,-27.998250000000002,23.7,,2016 RC72,18.90,0.15,0.232954186,1.8592077,2460359.30240,43.110937,296.39068,12.997729,2460600.5,18.90,,2016 RC72
4498,(2017 AG61),17:48:14.71,-28:43:54.2,-1.E3,590.,1334.,23.3,42.69,1.077,267.06129166666665,-28.73172222222222,23.3,,2017 AG61,17.88,0.15,0.210312648,2.0312919,2460366.19550,270.78255,93.388556,12.644054,2460600.5,17.88,,2017 AG61
4499,(2017 BS235),17:49:33.77,-29:34:21.1,-157.,-2.E3,2442.,24.6,56.9,1.866,267.3907083333333,-29.57252777777778,24.6,,2017 BS235,19.92,0.15,0.192968433,2.2295584,2461419.98401,273.39316,311.92915,11.450253,2460600.5,19.92,,2017 BS235
4500,(2017 FW243),17:49:52.94,-28:29:53.5,94.3,1.E3,1434.,24.5,41.19,0.1844,267.4705833333333,-28.498194444444444,24.5,,2017 FW243,19.08,0.15,0.019648849,2.7190962,2457700.33720,276.84557,242.66694,10.198927,2457833.5,19.08,,2017 FW243
4501,(2017 OT90),17:48:36.10,-27:40:07.8,-915.,4.E3,4511.,23.2,37.01,-1.297,267.1504166666667,-27.668833333333335,23.2,,2017 OT90,17.40,0.15,0.022359543,2.999122,2461140.33991,286.94442,258.13672,6.8539471,2460600.5,17.40,,2017 OT90
4502,(2017 OE97),17:49:02.84,-29:55:28.0,-564.,-4.E3,3746.,23.6,60.62,-5.673,267.2618333333333,-29.924444444444447,23.6,,2017 OE97,19.03,0.15,0.136402483,1.95171,2460461.86130,317.82550,5.2591992,6.5094237,2460600.5,19.03,,2017 OE97
4503,(2017 OX97),17:48:13.89,-28:29:15.0,-1.E3,1.E3,1903.,23.7,62.1,-3.412,267.05787499999997,-28.4875,23.7,,2017 OX97,19.21,0.15,0.203863528,1.8003402,2460459.78390,299.57345,30.710147,5.7410422,2460600.5,19.21,,2017 OX97
4504,(2017 OV176),17:48:22.14,-27:07:54.6,-1.E3,6.E3,6445.,24.3,61.26,-3.232,267.09225,-27.131833333333333,24.3,,2017 OV176,19.69,0.15,0.262911897,1.650386,2460488.88190,303.64060,38.386248,4.0619492,2460600.5,19.69,,2017 OV176
4505,(2017 QO81),17:50:15.44,-28:54:34.6,390.,-50.3,393.0,23.8,39.64,-5.267,267.5643333333333,-28.90961111111111,23.8,,2017 QO81,18.07,0.15,0.070490588,2.879476,2459755.46630,349.51952,315.04233,5.6125768,2460600.5,18.07,,2017 QO81
4506,(2017 QL124),17:48:11.61,-28:57:00.7,-1.E3,-196.,1252.,23.3,35.41,-8.54,267.04837499999996,-28.950194444444445,23.3,,2017 QL124,17.40,0.15,0.047039271,2.9894663,2459957.53900,36.095104,310.05355,10.103964,2460600.5,17.40,,2017 QL124
4507,(2017 QK138),17:48:53.53,-27:30:27.2,-686.,5.E3,5044.,23.8,45.85,-9.681,267.22304166666663,-27.507555555555555,23.8,,2017 QK138,18.39,0.15,0.279581092,2.1749452,2459848.65040,43.736444,289.01510,10.426619,2460600.5,18.39,,2017 QK138
4508,(2017 RR130),17:49:51.88,-28:18:15.3,80.3,2.E3,2130.,23.6,29.43,-9.689,267.46616666666665,-28.30425,23.6,,2017 RR130,17.24,0.15,0.11523501,2.8236932,2460215.06760,54.982085,346.96919,16.893008,2460600.5,17.24,,2017 RR130
4509,(2017 SU378),17:51:09.03,-28:02:52.1,1.E3,3.E3,3244.,23.4,67.26,-9.688,267.787625,-28.047805555555556,23.4,,2017 SU378,19.04,0.15,0.152890002,1.9509286,2460332.61450,16.465656,275.10247,6.5082516,2460600.5,19.04,,2017 SU378
4510,(2017 UR111),17:49:54.90,-29:59:06.3,120.,-4.E3,3924.,22.6,37.89,0.9842,267.47875,-29.985083333333336,22.6,,2017 UR111,16.80,0.15,0.135944401,2.7293902,2459798.37320,275.12948,54.149236,14.703397,2460600.5,16.80,,2017 UR111
4511,(2017 UX179),17:49:09.93,-27:11:36.7,-471.,6.E3,6146.,24.2,46.21,-3.515,267.29137499999996,-27.193527777777778,24.2,,2017 UX179,19.05,0.15,0.120544125,2.0623389,2460639.75032,320.02309,65.961682,3.8720076,2460600.5,19.05,,2017 UX179
4512,(2017 UV183),17:48:47.80,-29:38:52.4,-761.,-3.E3,2812.,24.1,50.22,-4.865,267.19916666666666,-29.64788888888889,24.1,,2017 UV183,19.10,0.15,0.140688495,1.9967042,2460549.19028,315.16207,46.740871,6.4973749,2460600.5,19.10,,2017 UV183
4513,(2018 BK126),17:49:06.35,-30:37:20.7,-518.,-6.E3,6238.,24.3,50.3,-4.243,267.27645833333327,-30.622416666666666,24.3,,2018 BK126,19.46,0.15,0.135316881,2.1942881,2458305.50201,304.80377,232.27619,8.0565274,2458142.5,19.46,,2018 BK126
4514,(2018 TP14),17:48:32.28,-28:21:03.5,-965.,2.E3,2186.,23.0,39.86,-10.06,267.13449999999995,-28.350972222222225,23.0,,2018 TP14,17.38,0.15,0.10541512,2.5965148,2460088.22690,43.191437,301.01323,11.751664,2460600.5,17.38,,2018 TP14
4515,(2018 UJ33),17:49:24.53,-27:35:00.1,-279.,5.E3,4732.,24.0,63.34,-5.693,267.3522083333333,-27.58336111111111,24.0,,2018 UJ33,19.57,0.15,0.218588626,1.6692949,2460573.67997,341.10315,0.85418921,4.1090094,2460600.5,19.57,,2018 UJ33
4516,(2018 UE52),17:49:44.20,-27:01:29.3,-20.5,7.E3,6735.,23.0,29.92,5.773,267.43416666666667,-27.024805555555556,23.0,,2018 UE52,16.84,0.15,0.088487647,2.8222797,2460630.94381,259.26199,194.05327,23.093073,2460600.5,16.84,,2018 UE52
4517,(2018 UP52),17:49:21.62,-28:15:26.9,-317.,2.E3,2319.,24.9,28.0,-7.179,267.3400833333333,-28.257472222222223,24.9,,2018 UP52,18.45,0.15,0.223407287,2.3363678,2460318.68020,46.828943,0.21129674,11.467832,2460600.5,18.45,,2018 UP52
4518,(2018 YB17),17:50:04.36,-30:08:34.0,244.,-4.E3,4496.,23.0,35.94,-1.931,267.5181666666666,-30.142777777777777,23.0,,2018 YB17,17.06,0.15,0.06376127,2.9805233,2459834.67230,291.83745,40.256025,10.031779,2460600.5,17.06,,2018 YB17
4519,(2019 AR17),17:50:06.44,-29:12:37.6,272.,-1.E3,1165.,25.0,40.17,-5.138,267.5268333333333,-29.210444444444445,25.0,,2019 AR17,19.60,0.15,0.199093929,1.8005417,2460868.45025,331.65265,97.199406,5.8035848,2460600.5,19.60,,2019 AR17
4520,(2019 AP78),17:48:35.74,-27:11:41.4,-919.,6.E3,6193.,24.2,26.85,-2.341,267.14891666666665,-27.194833333333335,24.2,,2019 AP78,17.63,0.15,0.190866752,2.5705017,2460264.79990,313.94241,97.047218,4.3357189,2460600.5,17.63,,2019 AP78
4521,(2019 AC98),17:49:55.34,-28:51:28.0,126.,136.,185.5,24.0,48.78,-9.069,267.4805833333333,-28.85777777777778,24.0,,2019 AC98,19.07,0.15,0.060388062,2.1856468,2461021.61960,18.166963,95.430447,7.4851257,2460600.5,19.07,,2019 AC98
4522,(2019 CS1),17:49:40.11,-29:03:50.0,-74.2,-606.,610.3,24.8,98.1,-8.554,267.417125,-29.06388888888889,24.8,,2019 CS1,22.11,0.15,0.284551235,0.76353749,2460451.19440,312.71032,81.780519,4.6879375,2460600.5,22.11,,2019 CS1
4523,(2019 KJ63),17:48:15.71,-28:25:04.5,-1.E3,2.E3,2089.,23.6,49.27,-8.422,267.0654583333333,-28.417916666666667,23.6,,2019 KJ63,18.69,0.15,0.068812683,2.2969872,2461208.07355,15.545545,153.61660,6.6240841,2460600.5,18.69,,2019 KJ63
4524,(2019 RG66),17:48:36.31,-29:00:54.1,-912.,-430.,1008.,24.0,39.7,-5.042,267.1512916666666,-29.015027777777778,24.0,,2019 RG66,18.40,0.15,0.143473568,2.2670007,2458843.79092,336.77943,42.513363,5.6037111,2458742.5,18.40,,2019 RG66
4525,(2019 RJ101),17:49:25.67,-30:47:48.0,-264.,-7.E3,6849.,24.1,45.65,-7.943,267.3569583333333,-30.796666666666667,24.1,,2019 RJ101,18.79,0.15,0.272925413,1.9383204,2460219.69300,354.55241,359.44183,7.7530842,2460600.5,18.79,,2019 RJ101
4526,(2019 ST175),17:50:28.31,-28:33:06.5,559.,1.E3,1358.,23.4,54.45,-13.81,267.61795833333326,-28.551805555555557,23.4,,2019 ST175,18.50,0.15,0.192271024,2.1243342,2460143.51400,41.139553,275.98207,12.950957,2460600.5,18.50,,2019 ST175
4527,(2019 SK219),17:48:45.67,-27:18:47.6,-789.,6.E3,5752.,23.3,55.0,-3.176,267.19029166666667,-27.313222222222223,23.3,,2019 SK219,18.44,0.15,0.146744186,2.2566456,2460074.14130,308.69644,346.37523,4.1978319,2460600.5,18.44,,2019 SK219
4528,(2019 TG14),17:50:26.53,-30:05:48.2,535.,-4.E3,4357.,22.6,48.83,-9.907,267.6105416666666,-30.096722222222223,22.6,,2019 TG14,17.45,0.15,0.141476981,2.2822795,2460187.86650,17.284675,312.09732,8.8828288,2460600.5,17.45,,2019 TG14
4529,(2019 UL184),17:49:03.32,-27:49:03.7,-557.,4.E3,3921.,24.3,40.74,-7.308,267.2638333333333,-27.817694444444445,24.3,,2019 UL184,18.78,0.15,0.129772168,2.3637183,2460312.91990,31.073506,334.84831,7.3874622,2460600.5,18.78,,2019 UL184
4530,(2020 KF17),17:49:42.62,-30:15:34.8,-41.3,-5.E3,4911.,23.7,60.86,-6.7,267.4275833333333,-30.259666666666668,23.7,,2020 KF17,19.16,0.15,0.128609566,2.0265754,2460373.29480,327.59760,341.42424,6.6889405,2460600.5,19.16,,2020 KF17
4531,(2020 PS110),17:48:16.85,-29:56:19.9,-1.E3,-4.E3,3931.,23.6,58.0,-7.582,267.0702083333333,-29.938861111111112,23.6,,2020 PS110,18.93,0.15,0.102904454,2.1264804,2460332.01610,339.76357,324.11016,6.4402322,2460600.5,18.93,,2020 PS110
4532,(2020 QJ71),17:48:23.10,-27:18:05.6,-1.E3,6.E3,5842.,23.0,76.14,-4.782,267.09625,-27.301555555555556,23.0,,2020 QJ71,18.97,0.15,0.223285717,1.8413429,2460223.25390,320.79911,312.40561,3.6979386,2460600.5,18.97,,2020 QJ71
4533,(2020 QS77),17:50:08.11,-29:05:46.3,293.,-722.,779.3,23.8,44.81,-7.139,267.5337916666666,-29.096194444444443,23.8,,2020 QS77,18.53,0.15,0.120982787,2.1016343,2460627.22395,3.7981532,25.821741,6.394097,2460600.5,18.53,,2020 QS77
4534,(2020 SU37),17:48:53.68,-27:00:24.2,-684.,7.E3,6835.,23.9,61.94,-4.368,267.22366666666665,-27.006722222222223,23.9,,2020 SU37,19.28,0.15,0.247552744,1.7972503,2460344.21070,328.55210,359.15109,3.4925319,2460600.5,19.28,,2020 SU37
4535,(2020 UB8),17:48:24.12,-30:34:57.2,-1.E3,-6.E3,6165.,24.4,35.25,-5.942,267.10049999999995,-30.582555555555555,24.4,,2020 UB8,18.61,0.15,0.188572826,2.0656725,2460658.98400,337.32608,78.999262,7.1983458,2460600.5,18.61,,2020 UB8
4536,(2020 XS15),17:50:11.25,-28:39:29.4,335.,855.,918.2,24.4,32.88,-0.9925,267.54687499999994,-28.658166666666666,24.4,,2020 XS15,18.50,0.15,0.263705759,1.8843707,2460576.39527,281.11781,126.25427,10.059377,2460600.5,18.50,,2020 XS15
4537,(2020 XZ30),17:49:53.08,-27:45:44.1,96.2,4.E3,4081.,25.3,28.68,-8.023,267.47116666666665,-27.76225,25.3,,2020 XZ30,19.12,0.15,0.273174659,1.9172708,2460723.01673,52.002119,23.839442,13.362559,2460600.5,19.12,,2020 XZ30
4538,(2020 YD21),17:49:47.59,-30:28:56.3,24.0,-6.E3,5712.,23.4,39.44,-3.73,267.44829166666665,-30.482305555555556,23.4,,2020 YD21,17.91,0.15,0.099706148,2.5010848,2461036.00104,305.42392,197.79947,8.3274214,2460600.5,17.91,,2020 YD21
4539,(2021 CZ46),17:49:46.61,-28:40:13.1,11.1,811.,811.2,24.1,29.11,0.09063,267.44420833333334,-28.670305555555558,24.1,,2021 CZ46,17.91,0.15,0.22307001,2.1527873,2460737.06356,274.80634,170.47969,12.844642,2460600.5,17.91,,2021 CZ46
4540,(2021 GS67),17:49:22.78,-29:29:21.5,-302.,-2.E3,2158.,23.1,39.4,-9.229,267.3449166666666,-29.489305555555557,23.1,,2021 GS67,17.41,0.15,0.04871625,2.916584,2459702.67810,30.317207,256.55595,9.8516484,2460600.5,17.41,,2021 GS67
4541,(2021 GP100),17:49:08.31,-29:03:14.0,-492.,-570.,752.5,23.3,41.31,-8.171,267.28462499999995,-29.05388888888889,23.3,,2021 GP100,17.74,0.15,0.065898573,2.8028484,2459799.33000,23.229646,272.57686,8.0412695,2460600.5,17.74,,2021 GP100
4542,(2021 RD137),17:51:20.13,-30:11:49.5,1.E3,-5.E3,4844.,24.3,57.06,-4.994,267.833875,-30.197083333333335,24.3,,2021 RD137,19.66,0.15,0.193326642,1.7448794,2460607.97303,312.72870,43.248694,7.0724954,2460600.5,19.66,,2021 RD137
4543,(2021 RE138),17:50:25.26,-30:07:54.6,519.,-4.E3,4480.,24.2,48.22,-6.421,267.60524999999996,-30.131833333333333,24.2,,2021 RE138,19.20,0.15,0.111950461,1.9841549,2460756.78741,334.10950,65.088000,6.6546431,2460600.5,19.20,,2021 RE138
4544,(2021 TQ33),17:48:25.91,-27:23:16.9,-1.E3,5.E3,5529.,25.3,43.78,-7.711,267.1079583333333,-27.388027777777776,25.3,,2021 TQ33,20.15,0.15,0.148769963,1.9154821,2460801.22562,31.519809,21.861351,7.0852477,2460600.5,20.15,,2021 TQ33
4545,(2022 CN21),17:51:17.86,-28:41:55.3,1.E3,709.,1403.,23.8,51.37,-2.482,267.82441666666665,-28.698694444444445,23.8,,2022 CN21,19.03,0.15,0.220164788,2.100209,2461283.50325,297.58345,243.01727,6.404346,2460600.5,19.03,,2022 CN21
4546,(2022 DN2),17:48:55.17,-28:55:44.9,-664.,-121.,675.1,27.6,65.79,-13.83,267.229875,-28.92913888888889,27.6,,2022 DN2,24.23,0.15,0.374911438,1.1107413,2459611.15717,4.4281162,128.16582,6.9469233,2459642.5,24.23,,2022 DN2
4547,(2022 FT10),17:49:48.74,-27:52:09.7,39.2,4.E3,3695.,23.3,47.88,-12.49,267.45308333333327,-27.86936111111111,23.3,,2022 FT10,18.24,0.15,0.124677874,2.3930996,2461298.18044,44.032490,153.48144,12.338088,2460600.5,18.24,,2022 FT10
4548,(2022 FU19),17:50:22.26,-29:24:44.3,479.,-2.E3,1921.,23.6,43.16,-6.311,267.59274999999997,-29.412305555555555,23.6,,2022 FU19,18.35,0.15,0.183027406,2.1846409,2459562.70950,346.84686,167.53219,6.0813561,2459670.5,18.35,,2022 FU19
4549,(2022 NJ2),17:49:15.75,-28:29:27.0,-394.,1.E3,1510.,23.0,29.19,1.654,267.31562499999995,-28.490833333333335,23.0,,2022 NJ2,16.71,0.15,0.104858556,2.8474127,2460317.95840,269.41738,144.35651,16.139879,2460600.5,16.71,,2022 NJ2
4550,(2022 NY11),17:49:32.27,-28:18:04.8,-177.,2.E3,2147.,22.8,42.14,3.266,267.3844583333333,-28.301333333333336,22.8,,2022 NY11,17.24,0.15,0.24917111,2.3483119,2459769.10780,265.78479,65.221465,15.383085,2460600.5,17.24,,2022 NY11
4551,(2022 OQ13),17:50:16.17,-29:27:24.4,399.,-2.E3,2059.,23.2,39.58,-7.634,267.56737499999997,-29.456777777777777,23.2,,2022 OQ13,17.47,0.15,0.090195904,2.7540913,2459929.22670,18.130128,311.80271,7.849323,2460600.5,17.47,,2022 OQ13
4552,(2022 QU126),17:49:56.08,-28:36:58.6,136.,1.E3,1015.,23.3,36.11,-1.675,267.48366666666664,-28.61627777777778,23.3,,2022 QU126,17.40,0.15,0.089440178,2.8841861,2459875.56500,291.43158,48.885647,7.8259997,2460600.5,17.40,,2022 QU126
4553,(2023 JN13),17:49:22.60,-28:09:15.8,-304.,3.E3,2686.,23.7,83.16,-4.059,267.34416666666664,-28.15438888888889,23.7,,2023 JN13,19.94,0.15,0.27692262,1.752878,2460088.42740,306.44775,285.46908,4.6228266,2460600.5,19.94,,2023 JN13
4554,(2023 QZ7),17:48:46.83,-28:35:19.7,-774.,1.E3,1349.,25.4,46.87,0.4624,267.19512499999996,-28.588805555555556,25.4,,2023 QZ7,20.20,0.15,0.392506406,1.5913168,2460215.74270,272.30709,86.163877,11.328796,2460600.5,20.20,,2023 QZ7
4555,(2023 RX8),17:50:06.19,-30:31:22.1,268.,-6.E3,5864.,26.8,42.16,-9.743,267.5257916666666,-30.522805555555554,26.8,,2023 RX8,21.29,0.15,0.406833762,1.5686889,2460231.21210,23.625670,345.75344,10.244366,2460600.5,21.29,,2023 RX8
4556,(2023 RM37),17:48:49.41,-30:28:24.5,-740.,-6.E3,5727.,24.9,55.05,-9.017,267.205875,-30.47347222222222,24.9,,2023 RM37,20.02,0.15,0.362365426,1.6707411,2460170.36540,357.77070,345.14770,7.6345937,2460600.5,20.02,,2023 RM37
4557,(2023 RA96),17:49:51.09,-28:16:30.9,69.9,2.E3,2234.,24.0,39.47,0.6028,267.46287499999994,-28.27525,24.0,,2023 RA96,18.36,0.15,0.123171719,2.5065819,2460164.96570,274.01748,80.773006,11.050455,2460600.5,18.36,,2023 RA96
4558,(2023 RJ142),17:48:52.61,-30:03:39.6,-698.,-4.E3,4252.,25.5,40.38,-8.715,267.2192083333333,-30.061,25.5,,2023 RJ142,19.88,0.15,0.254439001,2.0170872,2460256.57995,19.510952,347.05851,8.9107595,2460200.5,19.88,,2023 RJ142
4559,(2023 TN165),17:49:46.08,-27:14:06.6,4.25,6.E3,5978.,24.6,32.0,0.4096,267.44199999999995,-27.235166666666668,24.6,,2023 TN165,18.44,0.15,0.113067654,2.7016713,2460303.27198,273.03248,127.42283,10.015614,2460228.5,18.44,,2023 TN165
4560,(2023 TO179),17:48:12.82,-29:02:52.9,-1.E3,-549.,1337.,23.4,39.48,-8.12,267.05341666666664,-29.04802777777778,23.4,,2023 TO179,17.77,0.15,0.052949951,2.7940104,2460019.97410,24.565854,306.82501,8.2016543,2460600.5,17.77,,2023 TO179
4561,(2023 XL4),17:49:57.61,-28:01:52.9,156.,3.E3,3115.,27.4,92.8,6.699,267.4900416666666,-28.03136111111111,27.4,,2023 XL4,26.08,0.15,0.309723962,0.89631512,2460333.90930,244.44809,247.09598,3.5995638,2460600.5,26.08,,2023 XL4
4562,(2024 GD),17:48:23.53,-27:03:54.4,-1.E3,7.E3,6679.,26.9,72.61,-21.96,267.09804166666663,-27.06511111111111,26.9,,2024 GD,24.95,0.15,0.557109057,0.89627254,2460362.52450,6.1260981,134.87052,6.0174874,2460600.5,24.95,,2024 GD
4563,(2024 SB70),17:49:26.68,-30:03:15.9,-251.,-4.E3,4179.,24.9,34.42,-3.895,267.36116666666663,-30.05441666666667,24.9,,2024 SB70,19.03,0.15,0.196973291,2.0590882,2460660.90779,309.73076,108.91249,7.6401716,2460600.5,19.03,,2024 SB70
